place_id,common_name,lat,lon,terminal_name,installed,temporary,install_date,removal_date,valid_from,valid_to
BikePoints_228,"St. James's Square, St. James's",51.507424,-0.134621,001067,true,false,2010-07-20,,2022-04-29,
BikePoints_229,"Whitehall Place, Strand",51.506543,-0.123179,001151,true,false,2010-07-20,,2022-04-29,
BikePoints_230,"Poured Lines, Bankside",51.506692,-0.103137,001144,true,false,2010-07-20,,2022-04-29,
BikePoints_231,"Queen's Gate (Central), South Kensington",51.493967,-0.178732,001089,true,false,2010-07-20,,2022-04-29,
BikePoints_232,"Carey Street, Holborn",51.51501,-0.112753,001139,true,false,2010-07-20,,2022-04-29,
BikePoints_233,"Pall Mall East, West End",51.50777,-0.130699,001153,true,false,2010-07-20,,2022-04-29,
BikePoints_234,"Liverpool Road (N1 Centre), Angel",51.534504,-0.106992,001081,true,false,2010-07-20,,2022-04-29,
BikePoints_235,"Kennington Road  , Vauxhall",51.495718,-0.110889,001154,true,false,2010-07-20,,2022-04-29,2024-02-02
BikePoints_235,"Kennington Road, Vauxhall",51.495718,-0.110889,001154,true,false,2010-07-20,,2024-02-02,
BikePoints_236,"Fashion Street, Whitechapel",51.51838,-0.073438,003483,true,false,2010-07-20,,2022-04-29,
BikePoints_237,"Dock Street, Wapping",51.509786,-0.068161,003467,true,false,2010-07-22,,2022-04-29,
BikePoints_238,"Frampton Street, Paddington",51.523353,-0.175116,001099,true,false,2010-07-20,,2022-04-29,
BikePoints_239,"Warren Street Station, Euston",51.524438,-0.138019,001090,true,false,2010-07-20,,2022-04-29,
BikePoints_240,"Colombo Street, Southwark",51.505459,-0.105692,003472,true,false,2010-07-20,,2022-04-29,
BikePoints_242,"Beaumont Street, Marylebone",51.522008,-0.151359,003482,true,false,2010-07-20,,2022-04-29,
BikePoints_243,"Gloucester Street, Pimlico",51.490962,-0.139625,001103,true,false,2010-07-20,,2022-04-29,
BikePoints_244,"Earnshaw Street , Covent Garden",51.516118,-0.128585,001145,true,false,2010-07-20,,2022-04-29,2025-04-11
BikePoints_244,"Bucknall Street, Covent Garden",51.516201,-0.132726,001145,true,false,2010-07-20,,2025-04-11,2025-04-17
BikePoints_244,"Bucknall Street, Covent Garden",51.51615,-0.128417,001145,true,false,2010-07-20,,2025-04-17,
BikePoints_245,"Grosvenor Road, Pimlico",51.485357,-0.142207,001140,true,false,2010-07-20,,2022-04-29,
BikePoints_246,"Berry Street, Clerkenwell",51.522853,-0.099994,001159,true,false,2010-07-20,,2022-04-29,
BikePoints_247,"St. John's Wood Church, The Regent's Park",51.530529,-0.167515,001091,true,false,2010-07-20,,2022-04-29,
BikePoints_248,"Triangle Car Park, Hyde Park",51.506451,-0.170279,001088,true,false,2010-07-20,,2022-04-29,
BikePoints_249,"Harper Road, The Borough",51.498597,-0.096191,001137,true,false,2010-07-20,,2022-04-29,
BikePoints_250,"Royal Avenue 1, Chelsea",51.489932,-0.162727,003440,true,false,2010-07-20,,2022-04-29,
BikePoints_251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,001161,true,false,2010-07-21,,2022-04-29,
BikePoints_252,"Jubilee Gardens, South Bank",51.504636,-0.116542,001111,true,false,2010-07-21,,2022-04-29,
BikePoints_253,"Shoreditch Park, Hoxton",51.534042,-0.086379,001051,true,false,2010-07-21,,2022-04-29,
BikePoints_254,"Chadwell Street, Angel",51.530515,-0.106408,003471,true,false,2010-07-21,,2022-04-29,
BikePoints_255,"Clifton Road, Maida Vale",51.525575,-0.179592,001147,true,false,2010-07-21,,2022-04-29,
BikePoints_256,"Houghton Street, Strand",51.51362,-0.116764,003484,true,false,2010-07-21,,2022-04-29,
BikePoints_257,"Westminster University, Marylebone",51.522481,-0.154907,001194,true,false,2010-07-21,,2022-04-29,
BikePoints_258,"Kensington Gore, Knightsbridge",51.501432,-0.178656,001193,true,false,2010-07-21,,2022-04-29,
BikePoints_259,"Bourne Street, Belgravia",51.490959,-0.153233,001180,true,false,2010-07-21,,2022-04-29,
BikePoints_260,"Broadwick Street, Soho",51.513684,-0.13558,003489,true,false,2010-07-21,,2022-04-29,
BikePoints_261,"Princes Square, Bayswater",51.513489,-0.191351,003491,true,false,2010-07-21,,2022-04-29,
BikePoints_262,"LSBU (Borough Road), Elephant & Castle",51.498744,-0.103132,001095,true,false,2010-07-21,,2022-04-29,
BikePoints_263,"St. Mary Axe, Aldgate",51.514225,-0.08066,001184,true,false,2010-07-21,,2022-04-29,
BikePoints_264,"Tysoe Street, Clerkenwell",51.526443,-0.109256,001146,true,false,2010-07-21,,2022-04-29,
BikePoints_265,"Southwick Street, Paddington",51.515953,-0.169249,003490,true,false,2010-07-21,,2022-04-29,
BikePoints_266,"Queen's Gate (North), Kensington",51.501026,-0.180246,001204,true,false,2010-07-21,,2022-04-29,
BikePoints_267,"Regency Street, Westminster",51.49206,-0.132224,001155,true,false,2010-07-21,,2022-04-29,
BikePoints_268,"Belgrave Road, Victoria",51.493204,-0.144132,001087,true,false,2010-07-21,,2022-04-29,
BikePoints_269,"Empire Square, The Borough",51.500823,-0.08974,001209,true,false,2010-07-21,,2022-04-29,
BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",51.486343,-0.122492,001190,true,false,2010-07-21,,2022-04-29,
BikePoints_271,"London Zoo,  The Regent's Park",51.535836,-0.156285,001136,true,false,2010-07-21,,2022-04-29,
BikePoints_272,"Baylis Road, Waterloo",51.501444,-0.110699,001133,true,false,2010-07-21,,2022-04-29,
BikePoints_273,"Belvedere Road 1, South Bank",51.506133,-0.114686,001186,true,false,2010-07-21,,2022-04-29,
BikePoints_274,"Warwick Road, Olympia",51.496712,-0.205284,001134,true,false,2010-07-21,,2022-04-29,
BikePoints_275,"Barbican Centre, Barbican",51.520044,-0.092176,001191,true,false,2010-07-21,,2022-04-29,
BikePoints_276,"Lower Thames Street, Monument",51.509301,-0.084985,001098,true,false,2010-07-21,,2022-04-29,
BikePoints_277,"Kensington Church Street, Kensington",51.503157,-0.191496,001143,true,false,2010-07-21,,2022-04-29,
BikePoints_278,"Tooley Street, Bermondsey",51.503493,-0.07962,001142,true,false,2010-07-21,,2022-04-29,
BikePoints_279,"North Wharf Road, Paddington",51.518622,-0.176645,001108,true,false,2010-07-21,,2022-04-29,2024-03-23
BikePoints_279,"North Wharf Road, Paddington",51.518623,-0.176603,001108,true,false,2010-07-21,,2024-03-23,
BikePoints_280,"Royal Avenue 2, Chelsea",51.490083,-0.162418,003462,true,false,2010-07-21,,2022-04-29,
BikePoints_281,"Smith Square, Westminster",51.495805,-0.127575,003480,true,false,2010-07-21,,2022-04-29,
BikePoints_282,"Royal London Hospital, Whitechapel",51.518675,-0.06111,001077,true,false,2010-07-21,,2022-04-29,
BikePoints_283,"Kingsway, Covent Garden",51.514409,-0.118478,001141,true,false,2010-07-21,,2022-04-29,
BikePoints_284,"Lambeth North Station, Waterloo",51.49914,-0.112031,001117,true,false,2010-07-21,,2022-04-29,
BikePoints_286,"St. John's Wood Road, St. John's Wood",51.527294,-0.174653,001187,true,false,2010-07-21,,2022-04-29,
BikePoints_287,"Bedford Way, Bloomsbury",51.523673,-0.128377,001156,true,false,2010-07-21,,2022-04-29,
BikePoints_288,"Elizabeth Bridge, Victoria",51.492369,-0.147478,001138,true,false,2010-07-22,,2022-04-29,
BikePoints_289,"South Audley Street, Mayfair",51.50923,-0.151296,003493,true,false,2010-07-22,,2022-04-29,2023-04-22
BikePoints_289,"South Audley Street, Mayfair",51.50923,-0.151289,003493,true,false,2010-07-22,,2023-04-22,
BikePoints_290,"St Mary's Hospital, Paddington",51.518268,-0.171103,003496,true,false,2010-07-22,,2022-04-29,
BikePoints_291,"Claverton Street, Pimlico",51.484839,-0.138089,001135,true,false,2010-07-22,,2022-04-29,
BikePoints_292,"Montpelier Street, Knightsbridge",51.498884,-0.165471,001206,true,false,2010-07-22,,2022-04-29,
BikePoints_293,"Kensington Olympia Station, Olympia",51.498157,-0.209494,001214,true,false,2010-07-22,,2022-04-29,
BikePoints_294,"St. George's Square, Pimlico",51.488226,-0.135635,001195,true,false,2010-07-22,,2022-04-29,
BikePoints_295,"Swan Street, The Borough",51.500296,-0.092762,001216,true,false,2010-07-22,,2022-04-29,
BikePoints_296,"Knaresborough Place, Earl's Court",51.493631,-0.190603,200069,true,false,2013-08-23,,2022-04-29,
BikePoints_297,"Geraldine Street, Elephant & Castle",51.496127,-0.106,003498,true,false,2010-07-22,,2022-04-29,
BikePoints_298,"Curlew Street, Shad Thames",51.502279,-0.074189,001213,true,false,2010-07-22,,2022-04-29,
BikePoints_299,"Vincent Square, Westminster",51.493985,-0.136928,001196,true,false,2010-07-22,,2022-04-29,
BikePoints_300,"Serpentine Car Park, Hyde Park",51.505014,-0.17306,001217,true,false,2010-07-22,,2022-04-29,
BikePoints_301,"Marylebone Lane, Marylebone",51.514759,-0.148105,001152,true,false,2010-07-22,,2022-04-29,
BikePoints_302,"Putney Pier, Wandsworth",51.466907,-0.216573,003492,true,false,2010-07-22,,2022-04-29,
BikePoints_303,"Albert Gate, Hyde Park",51.502953,-0.158456,001132,true,false,2010-07-22,,2022-04-29,
BikePoints_306,"Rathbone Street, Fitzrovia",51.518162,-0.135025,003497,true,false,2010-07-22,,2022-04-29,
BikePoints_307,"Black Lion Gate, Kensington Gardens",51.509908,-0.187842,001157,true,false,2010-07-22,,2022-04-29,
BikePoints_308,"Long Lane , Bermondsey",51.499075,-0.085666,001189,true,false,2010-07-22,,2022-04-29,
BikePoints_309,"Embankment (Savoy), Strand",51.509631,-0.119047,001192,true,false,2010-07-23,,2022-04-29,
BikePoints_310,"Black Prince Road, Vauxhall",51.490867,-0.116911,001205,true,false,2010-07-23,,2022-04-29,
BikePoints_311,"Foley Street, Fitzrovia",51.519181,-0.140485,003494,true,false,2010-07-23,,2022-04-29,
BikePoints_312,"Grove End Road, St. John's Wood",51.530889,-0.17677,001130,true,false,2010-07-23,,2022-04-29,
BikePoints_313,"Wells Street, Fitzrovia",51.517344,-0.138072,003495,true,false,2010-07-23,,2022-04-29,
BikePoints_314,"Tyers Gate, Bermondsey",51.500889,-0.083159,003485,true,false,2010-07-23,,2022-04-29,
BikePoints_315,"The Tennis Courts, The Regent's Park",51.525367,-0.153463,001199,true,false,2010-07-23,,2022-04-29,
BikePoints_316,"Warwick Row, Westminster",51.497998,-0.14296,000968,true,false,2010-07-23,2018-10-18,2022-04-29,
BikePoints_317,"Dickens Square, Borough",51.496791,-0.093913,001208,true,false,2010-07-23,,2022-04-29,
BikePoints_318,"Sackville Street, Mayfair",51.510048,-0.138846,001197,true,false,2010-07-23,,2022-04-29,2023-11-16
BikePoints_318,"Sackville Street, Mayfair",51.510048,-0.138846,001197,false,false,2010-07-23,,2023-11-16,2023-12-02
BikePoints_318,"Sackville Street, Mayfair",51.510048,-0.138846,001197,true,false,2010-07-23,,2023-12-02,
BikePoints_319,"Baldwin Street, St. Luke's",51.527025,-0.088542,003500,true,false,2010-07-23,,2022-04-29,
BikePoints_320,"Queen Mother Sports Centre, Victoria",51.493573,-0.139956,001148,true,false,2010-07-23,,2022-04-29,
BikePoints_321,"Bermondsey Street, Bermondsey",51.497855,-0.081608,002637,true,false,2010-07-23,,2022-04-29,
BikePoints_322,"Palissy Street, Shoreditch",51.526293,-0.073955,003502,true,false,2010-07-23,,2022-04-29,
BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,003501,true,false,2010-07-23,,2022-04-29,2025-07-15
BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,003501,true,true,2010-07-23,,2025-07-15,2026-05-24
BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,003501,true,false,2010-07-23,,2026-05-24,2026-05-25
BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,003501,true,true,2010-07-23,,2026-05-25,
BikePoints_324,"Ontario Street, Elephant & Castle",51.49652,-0.101384,001200,true,false,2010-07-23,,2022-04-29,
BikePoints_325,"St. Martin's Street, West End",51.509087,-0.129697,001158,true,false,2010-07-23,,2022-04-29,
BikePoints_326,"Graham Street, Angel",51.532661,-0.099981,001131,true,false,2010-07-23,,2022-04-29,
BikePoints_327,"New North Road 1, Hoxton",51.53095,-0.085603,001128,true,false,2010-07-26,,2022-04-29,2024-02-23
BikePoints_327,"New North Road 1, Hoxton",51.522168,-0.192814,001128,true,false,2010-07-26,,2024-02-23,2024-02-24
BikePoints_327,"Westbourne Green, Westbourne",51.522168,-0.192814,001128,true,false,2010-07-26,2022-12-15,2024-02-24,
BikePoints_328,"New North Road 2, Hoxton",51.53114,-0.086016,002641,true,false,2010-07-26,,2022-04-29,
BikePoints_329,"Prince Albert Road, The Regent's Park",51.535892,-0.160854,002636,true,false,2010-07-26,,2022-04-29,
BikePoints_330,"Eastbourne Mews, Paddington",51.516417,-0.179135,001203,true,false,2010-07-26,,2022-04-29,
BikePoints_331,"Bunhill Row, Moorgate",51.520858,-0.089887,001211,true,false,2010-07-26,,2022-04-29,
BikePoints_332,"Nevern Place, Earl's Court",51.493343,-0.194757,001210,true,false,2010-07-26,,2022-04-29,
BikePoints_333,"Palace Gardens Terrace, Notting Hill",51.508605,-0.193764,002633,true,false,2010-07-26,,2022-04-29,
BikePoints_334,"Concert Hall Approach 1, South Bank",51.505044,-0.115851,002635,true,false,2010-07-26,,2022-04-29,2025-12-24
BikePoints_334,"Agar Grove, Camden Town",51.542891,-0.132253,002635,true,false,2010-07-26,,2025-12-24,
BikePoints_335,"Tavistock Street, Covent Garden",51.511968,-0.120718,001207,true,false,2010-07-26,,2022-04-29,
BikePoints_336,"Concert Hall Approach 2, South Bank",51.504942,-0.115533,001212,true,false,2010-07-26,,2022-04-29,2025-08-15
BikePoints_336,"Concert Hall Approach 2, South Bank",51.504841,-0.115153,001212,true,false,2010-07-26,,2025-08-15,2025-08-19
BikePoints_336,"Concert Hall Approach, South Bank",51.504841,-0.115153,001212,true,false,2010-07-26,,2025-08-19,2026-01-01
BikePoints_336,"Concert Hall Approach 2, South Bank",51.504841,-0.115153,001212,true,false,2010-07-26,,2026-01-01,2026-01-02
BikePoints_336,"Concert Hall Approach, South Bank",51.504841,-0.115153,001212,true,false,2010-07-26,,2026-01-02,
BikePoints_337,"Pembridge Villas, Notting Hill",51.511084,-0.197524,002589,true,false,2010-07-26,,2022-04-29,
BikePoints_338,"Wellington Street , Strand",51.511756,-0.119643,001202,true,false,2010-07-26,,2022-04-29,
BikePoints_339,"Risinghill Street, Angel",51.533319,-0.111781,001127,true,false,2010-07-26,,2022-04-29,2025-05-03
BikePoints_339,"Risinghill Street, Angel_OLD",51.533319,-0.111781,0011274444,false,false,2010-07-26,,2025-05-03,
BikePoints_340,"Bank of England Museum, Bank",51.514441,-0.087587,001201,true,false,2010-07-27,,2022-04-29,
BikePoints_341,"Craven Street, Strand",51.508103,-0.126021,001160,true,false,2010-07-27,,2022-04-29,
BikePoints_343,"London Zoo Car Park, The Regent's Park",51.536922,-0.150181,001188,true,false,2010-07-27,,2022-04-29,
BikePoints_344,"Goswell Road (City Uni), Finsbury",51.528246,-0.101026,001222,true,false,2010-07-27,,2022-04-29,
BikePoints_345,"Flood Street, Chelsea",51.488023,-0.166878,001218,true,false,2010-07-27,,2022-04-29,
BikePoints_347,"Lower Marsh, Waterloo",51.500139,-0.113936,001219,true,false,2010-09-06,,2022-04-29,
BikePoints_348,"Grosvenor Square, Mayfair",51.51217,-0.150481,010627,true,false,2010-09-15,,2022-04-29,
BikePoints_349,"St. George Street, Mayfair",51.51196,-0.142783,001221,true,false,2010-09-15,,2022-04-29,
BikePoints_350,"Queen's Gate, Kensington Gardens",51.501715,-0.179854,001231,true,false,2010-09-29,,2022-04-29,
BikePoints_351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,001226,true,false,2010-10-11,,2022-04-29,
BikePoints_352,"Vauxhall Street, Vauxhall",51.486965,-0.116625,001224,true,false,2010-10-11,,2022-04-29,
BikePoints_353,"Greycoat Street , Westminster",51.494591,-0.134234,010623,true,false,2010-10-21,,2022-04-29,
BikePoints_354,"Northumberland Avenue, Strand",51.506767,-0.123702,001097,true,false,,,2022-04-29,
BikePoints_355,"Clapham Common Station, Clapham Common",51.461388,-0.139221,002694,true,false,2010-10-22,,2022-04-29,
BikePoints_356,"South Kensington Station, South Kensington",51.494412,-0.173881,002685,true,false,2010-10-25,,2022-04-29,
BikePoints_357,"Howland Street, Fitzrovia",51.520994,-0.139016,002691,true,false,2010-10-26,,2022-04-29,
BikePoints_358,"High Holborn , Covent Garden",51.516226,-0.124826,001229,true,false,2010-11-18,,2022-04-29,2025-08-14
BikePoints_358,"High Holborn , Covent Garden",51.516398,-0.124257,001229,true,false,2010-11-18,,2025-08-14,
BikePoints_359,"Butler Place, Westminster",51.497829,-0.13544,002662,true,false,2010-11-05,,2022-04-29,
BikePoints_360,"Howick Place, Westminster",51.496753,-0.138733,002666,true,false,2010-11-05,,2022-04-29,
BikePoints_361,"Waterloo Station 2, Waterloo",51.503919,-0.113426,002692,true,false,2010-12-09,,2022-04-29,
BikePoints_362,"Royal College Street, Camden Town",51.536264,-0.133952,002686,true,false,2010-11-18,,2022-04-29,
BikePoints_363,"Lord's, St. John's Wood",51.529121,-0.171185,002665,true,false,2010-11-16,,2022-04-29,
BikePoints_364,"Store Street, Bloomsbury",51.519572,-0.13214,003507,true,false,2010-11-18,,2022-04-29,
BikePoints_365,"City Road, Angel",51.530344,-0.100168,002690,true,false,2010-11-24,,2022-04-29,
BikePoints_366,"Millennium Hotel, Mayfair",51.510919,-0.151126,001230,true,false,2010-11-25,,2022-04-29,
BikePoints_367,"Harrowby Street, Marylebone",51.517372,-0.164207,002680,true,false,,,2022-04-29,
BikePoints_368,"Harriet Street, Knightsbridge",51.500241,-0.15934,002681,true,false,2010-12-01,,2022-04-29,2026-06-23
BikePoints_368,"Harriet Street, Knightsbridge",51.50058,-0.158837,002681,true,false,2010-12-01,,2026-06-23,2026-06-24
BikePoints_368,"Lowndes Square, Knightsbridge",51.50058,-0.158837,002681,false,false,2010-12-01,,2026-06-24,2026-06-25
BikePoints_368,"Lowndes Square, Knightsbridge",51.50058,-0.158837,002681,true,false,2010-12-01,,2026-06-25,
BikePoints_370,"Paddington Green, Paddington",51.520205,-0.174593,002670,true,false,2010-12-06,,2022-04-29,
BikePoints_371,"King Edward Walk, Waterloo",51.49775,-0.10988,002639,true,false,2010-12-07,,2022-04-29,2026-06-25
BikePoints_371,"Brockwell Lido, Brixton",51.453037,-0.10647,002639,true,false,2010-12-07,,2026-06-25,2026-06-26
BikePoints_371,"King Edward Walk, Waterloo",51.453037,-0.10647,002639,true,false,2010-12-07,,2026-06-26,2026-06-27
BikePoints_371,"Brockwell Lido, Brixton",51.453118,-0.104955,002639,true,false,2010-12-07,,2026-06-27,
BikePoints_372,"Sardinia Street, Holborn",51.515208,-0.117863,002649,true,false,2010-12-07,,2022-04-29,
BikePoints_373,"Prince Consort Road, Knightsbridge",51.499806,-0.176415,003499,true,false,2011-01-19,,2022-05-17,
BikePoints_374,"Waterloo Station 1, Waterloo",51.504027,-0.113864,002696,true,false,2010-12-07,,2022-04-29,
BikePoints_375,"Kensington Town Hall, Kensington",51.501945,-0.194392,010632,true,false,2010-12-08,,2022-04-29,
BikePoints_376,"Millbank Tower, Pimlico",51.491884,-0.125674,002683,true,false,2011-01-10,,2022-04-29,
BikePoints_377,"Waterloo Bridge, South Bank",51.505354,-0.113656,002648,true,false,2011-01-17,,2022-04-29,
BikePoints_378,"Natural History Museum, South Kensington",51.495592,-0.179077,002677,true,false,2011-01-27,,2022-04-29,
BikePoints_379,"Turquoise Island, Notting Hill",51.514311,-0.200838,002682,true,false,2011-01-27,,2022-04-29,
BikePoints_380,"Stanhope Gate, Mayfair",51.506864,-0.150666,003506,true,false,2011-01-27,,2022-04-29,
BikePoints_381,"Charlotte Street, Fitzrovia",51.51953,-0.135777,002669,true,false,2011-01-28,,2022-04-29,
BikePoints_382,"Farm Street, Mayfair",51.509351,-0.147449,002678,true,false,2011-02-08,,2022-04-29,
BikePoints_383,"Frith Street, Soho",51.513103,-0.131213,002660,true,false,2011-02-02,,2022-04-29,
BikePoints_384,"Marloes Road, Kensington",51.496481,-0.192404,003505,true,false,2011-02-03,,2022-04-29,
BikePoints_386,"Moor Street, Soho",51.513527,-0.13011,003504,true,false,2011-02-03,,2022-04-29,
BikePoints_387,"Fire Brigade Pier, Vauxhall",51.493699,-0.121394,002703,true,false,2011-02-07,,2022-04-29,
BikePoints_388,"Southampton Street, Strand",51.510701,-0.121723,001228,true,false,2011-02-08,,2022-04-29,
BikePoints_389,"Upper Grosvenor Street, Mayfair",51.51013,-0.155757,010621,true,false,2011-02-10,,2022-04-29,
BikePoints_390,"Buxton Street 1, Shoreditch",51.521776,-0.068856,001223,true,false,2011-02-15,,2022-04-29,
BikePoints_391,"Clifford Street, Mayfair",51.510662,-0.142345,002688,true,false,2011-02-17,2018-10-18,2022-04-29,
BikePoints_392,"Imperial College, Knightsbridge",51.499428,-0.179702,001220,true,false,2011-02-17,,2022-04-29,
BikePoints_393,"Snow Hill, Farringdon",51.517334,-0.103604,002699,true,false,2011-02-24,,2022-04-29,
BikePoints_394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,002698,true,false,,,2022-04-29,
BikePoints_395,"Cadogan Gardens, Chelsea",51.492462,-0.159919,002695,true,false,2011-02-28,,2022-04-29,
BikePoints_396,"Shouldham Street, Marylebone",51.51809,-0.163609,002693,true,false,2011-03-02,,2022-04-29,
BikePoints_397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,001227,true,false,2011-03-02,,2022-04-29,
BikePoints_398,"Holland Park, Kensington",51.502319,-0.200742,010631,true,false,2011-03-02,,2022-04-29,
BikePoints_399,"Brick Lane Market, Shoreditch",51.522617,-0.071653,002687,true,false,2011-03-08,,2022-04-29,
BikePoints_400,"George Street, Marylebone",51.517703,-0.154106,001225,true,false,2011-03-08,,2022-04-29,
BikePoints_401,"Columbia Road, Shoreditch",51.528187,-0.075375,002701,true,false,2011-03-08,,2022-04-29,
BikePoints_402,"Penfold Street, Marylebone",51.522892,-0.171681,010625,true,false,2011-03-08,,2022-04-29,
BikePoints_403,"George Place Mews, Marylebone",51.516892,-0.158249,010630,true,false,2011-03-08,,2022-04-29,
BikePoints_404,"Palace Gate, Kensington Gardens",51.502042,-0.1844,001110,true,false,2011-03-09,,2022-04-29,
BikePoints_405,"Gloucester Road Station, South Kensington",51.494185,-0.18267,001107,true,false,2011-03-09,,2022-04-29,
BikePoints_408,"Sun Street, Liverpool Street",51.520009,-0.083935,001129,true,false,,,2022-04-29,
BikePoints_409,"Strata, Elephant & Castle",51.493146,-0.099828,010624,true,false,,,2022-04-29,
BikePoints_410,"Edgware Road Station, Marylebone",51.519968,-0.169774,001058,true,false,,,2022-04-29,2026-04-10
BikePoints_410,"Edgware Road Station, Marylebone",51.510212,0.004979,001058,true,false,,,2026-04-10,2026-04-11
BikePoints_410,"Orchard Place, Blackwall Tunnel",51.510212,0.004979,001058,true,false,,,2026-04-11,
BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",51.499169,-0.055846,010629,true,false,,,2022-04-29,
BikePoints_412,"Cleaver Street, Kennington",51.488105,-0.110121,010628,true,false,2011-04-05,,2022-04-29,
BikePoints_419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,022160,true,false,2011-06-22,,2022-04-29,
BikePoints_420,"Southwark Station 1, Southwark",51.504043,-0.105312,022162,true,false,2011-06-28,,2022-04-29,
BikePoints_421,"Southwark Station 2, Southwark",51.504044,-0.104778,022163,true,false,2011-06-28,,2022-04-29,
BikePoints_423,"Eaton Square (South), Belgravia",51.494561,-0.153933,022164,true,false,2011-07-05,,2022-04-29,2023-10-20
BikePoints_423,"Eaton Square (South), Belgravia",51.494561,-0.153933,022164,true,true,2011-07-05,,2023-10-20,
BikePoints_424,"Ebury Bridge, Pimlico",51.490491,-0.149186,022159,true,false,2011-12-22,,2022-04-29,
BikePoints_425,"Camley Street, Camden Town",51.537471,-0.130294,022181,true,false,2011-07-07,,2024-06-12,2024-06-13
BikePoints_425,"Camley Street, Camden Town",51.53792,-0.130529,022181,true,false,2011-07-07,,2024-06-13,
BikePoints_426,"Vincent Street, Pimlico",51.493072,-0.129925,022161,true,false,2011-07-12,,2022-04-29,
BikePoints_427,"Cheapside, Bank",51.51397,-0.09294,022180,true,false,2011-07-15,,2022-04-29,
BikePoints_428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,022179,true,false,2011-10-13,,2022-04-29,
BikePoints_430,"South Parade, Chelsea",51.48902,-0.17524,022182,true,false,2011-12-22,,2022-04-29,
BikePoints_431,"Crinan Street, King's Cross",51.534474,-0.122203,022183,true,false,2011-12-08,,2022-04-29,
BikePoints_432,"Exhibition Road Museums 1, South Kensington",51.496468,-0.173796,022158,true,false,2011-10-24,,2022-04-29,
BikePoints_433,"Wren Street, Holborn",51.524564,-0.116279,022169,true,false,2011-12-08,,2022-04-29,
BikePoints_435,"Kennington Station, Kennington",51.488852,-0.105593,022170,true,false,2011-12-08,,2022-04-29,
BikePoints_436,"Red Lion Street, Holborn",51.51824,-0.11655,022171,true,false,2011-12-08,,2022-04-29,
BikePoints_437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,200056,true,false,2012-01-05,,2022-04-29,
BikePoints_439,"Killick Street, King's Cross",51.5338,-0.118677,200053,true,false,2012-01-04,,2022-04-29,
BikePoints_440,"Kennington Oval, Oval",51.483145,-0.113134,200032,true,false,2012-01-04,,2022-04-29,2024-05-21
BikePoints_440,"Kennington Oval, Oval_OLD",51.483145,-0.113134,200032444,true,false,2012-01-04,,2024-05-21,2024-06-03
BikePoints_440,"Kennington Oval, Oval",51.483145,-0.113134,200032,true,false,2012-01-04,,2024-06-03,
BikePoints_441,"Sail Street, Vauxhall",51.495656,-0.114605,200039,true,false,2012-01-04,,2022-04-29,
BikePoints_442,"Walmer Road, Avondale",51.510101,-0.211358,200035,true,false,2012-01-07,,2022-04-29,
BikePoints_443,"Philpot Street, Whitechapel",51.515256,-0.058641,200033,true,false,2012-01-07,,2022-04-29,
BikePoints_444,"Bethnal Green Garden, Bethnal Green",51.52568,-0.055312,200047,true,false,2012-01-07,,2022-04-29,
BikePoints_445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,200003,true,false,2012-01-07,,2022-04-29,
BikePoints_446,"York Hall, Bethnal Green",51.528936,-0.055894,200042,true,false,2012-01-07,,2022-04-29,
BikePoints_447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,200054,true,false,2012-01-07,,2022-04-29,
BikePoints_448,"Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,022165,true,false,2012-01-07,,2022-04-29,
BikePoints_449,"Shadwell Station, Shadwell",51.511088,-0.057159,200020,true,false,2012-01-07,,2022-04-29,
BikePoints_450,"Jubilee Street, Stepney",51.515975,-0.053177,200002,true,false,2012-01-09,,2022-04-29,
BikePoints_451,"Hermitage Court, Wapping",51.504719,-0.063531,200021,true,false,2012-01-02,,2022-04-29,
BikePoints_452,"St. Katharine's Way, Tower",51.505697,-0.070542,200049,true,false,2012-01-09,,2022-04-29,
BikePoints_453,"Garnet Street, Shadwell",51.508447,-0.055167,200045,true,false,2012-01-09,,2022-04-29,
BikePoints_454,"Napier Avenue, Millwall",51.487679,-0.021582,200046,true,false,2012-01-09,,2022-04-29,
BikePoints_455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,200031,true,false,2012-01-09,,2022-04-29,
BikePoints_456,"Parkway, Camden Town",51.538071,-0.144664,200118,true,false,2012-01-10,,2022-04-29,2024-11-21
BikePoints_456,"Albert Street, Camden Town",51.537706,-0.144801,200118,true,false,2012-01-10,,2024-11-21,
